,id,tweet,label,category,loc
1301,'296422193603153920',@BrooksBeau BEAU BABY RIGGHT HERE! And did the flood in Australia hit you?!?? #beaufollowmeyouworm,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 56, 'end': 65}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1302,'591903017223389185',Drone Captured Huge Devastation In Nepal Earthquake&lt,on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 35, 'end': 40}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1303,'336627490439184385',"RT @TWCBreaking: Bad news for Joplin - tornado warning until 7:15pm, and radar shows tornado debris signature over far northeast OK heading…",on-topic,tornado,"{'word': 'Joplin', 'spans': [{'start': 30, 'end': 36}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Missouri', 'lat': '37.08423', 'lon': '-94.51328', 'country_code3': 'USA', 'geonameid': '4392768', 'place_name': 'Joplin', 'feature_class': 'P', 'feature_code': 'PPL'}}"
1304,'326703777094713347',"Survivor of Texas fertilizer plant explosion recalls horror: A powerful blast at a West, Texas, fertilizer pla... http://t.co/07mRejqTEx",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 12, 'end': 17}], 'country_predicted': 'USA', 'country_conf': 0.961249, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1305,'295661237000368132',“@HeyaFeelings: Naomi isn't it supposed to be summer?” welcome to Australia we flood at random times,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 66, 'end': 75}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1306,'591902761865719808',RT @PDChina: 25 of 200 Chinese stranded in a hydropower station in #Nepal were airlifted to safety on Tues by Chinese helicopter. http://t.‰Û_,on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 68, 'end': 73}], 'country_predicted': 'NPL', 'country_conf': 0.94528687, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1310,'337172618723618816',"Our hearts and thoughts are with the people and families of Moore, Oklahoma!",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 67, 'end': 75}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1311,'295783416820027392',Flood worsens in eastern Australia - http://t.co/B4OLuWQQ,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 25, 'end': 34}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1312,'337185997521563648',Basements scarce in tornado-prone Oklahoma City area; here's why http://t.co/fXJFTxSApo,on-topic,tornado,"{'word': 'Oklahoma City', 'spans': [{'start': 34, 'end': 47}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Oklahoma', 'lat': '35.46756', 'lon': '-97.51643', 'country_code3': 'USA', 'geonameid': '4544349', 'place_name': 'Oklahoma City', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
1313,'337987539342340096',RT @KChenoweth: Maddie was with her grandparents in Oklahoma at the time of tornado-please help @maddiescorner http://t.co/Hl0Xn0zcvy,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 52, 'end': 60}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1314,'591902868682182656',UK aid leaves for Nepal on RAF plane: An RAF flight carrying UK aid and British Army Gurkhas is flying to Nepa... http://t.co/jFuCm3OkaD,on-topic,earthquake,"{'word': 'UK', 'spans': [{'start': 0, 'end': 2}], 'country_predicted': 'GBR', 'country_conf': 0.9470949, 'geo': {'admin1': 'NA', 'lat': '54.75844', 'lon': '-2.69531', 'country_code3': 'GBR', 'geonameid': '2635167', 'place_name': 'United Kingdom of Great Britain and Northern Ireland', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1315,'336808511453413377',"Frenetic search for survivors as 91 feared dead in tornado-hit Oklahoma MOORE, Oklahoma (Reu via @josephjett #news http://t.co/AReU7FraeA",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 79, 'end': 87}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1316,'295810084448120833',Abc news: Shocked burgers of Queensland genuinely surprised that places flooded 2 years ago flood again.,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 29, 'end': 39}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1317,'297099062249943040',RT @CatFinancial Assistance is avail for Cat Financial customers affected by the flood in Queensland and New South Wales. Call 1800 010 808.,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 90, 'end': 100}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1318,'451188033766043648',"RT @KendraWilkinson: Sending all of my love, heart, prayers, hopes, thoughts and energy to Chile. Please be safe and ok. #PrayForChile",on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 91, 'end': 96}], 'country_predicted': 'CHL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1319,'295684140676829185',RT @MsLozzaloulilei: RT @GrillTeam: The Queensland government has set up an information line for the flood crisis.. the number is 1800 1 ...,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 40, 'end': 50}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1320,'262646712500363265',this hurricane #Sandy looks pretty f****** bad! fingers crossed for the people in the East Coast!,on-topic,hurricane,"{'word': 'East Coast', 'spans': [{'start': 86, 'end': 96}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Florida', 'lat': '28.6525', 'lon': '-81.33', 'country_code3': 'USA', 'geonameid': '6334274', 'place_name': 'East Coast Believers Church', 'feature_class': 'S', 'feature_code': 'CH'}}"
1321,'451187860234719232',RT @News1130radio: The mayor of Tarapaca is attributing two deaths following a large earthquake in #Chile to heart attacks.,on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 100, 'end': 105}], 'country_predicted': 'CHL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1323,'350023348429930499',RT @GriffMLA: Overhead view of Turner Valley bridge washout. Astounded to see the devastating power of water. #abflood http://t.co/PKnz9Q4I…,on-topic,floods,"{'word': 'Turner', 'spans': [{'start': 31, 'end': 37}], 'country_predicted': 'CAN', 'country_conf': 0.9048774, 'geo': {'admin1': 'Manitoba', 'lat': '57.02584', 'lon': '-101.51786', 'country_code3': 'CAN', 'geonameid': '6170434', 'place_name': 'Turner Peninsula', 'feature_class': 'T', 'feature_code': 'PEN'}}"
1324,'295871430187433984',@PotentialBieber one part of australia got the peak of the flood at 19.95 metres! AND YES IM TAKING MY POSTERS WIT ME! Thanks love! Xx,on-topic,floods,"{'word': 'australia', 'spans': [{'start': 29, 'end': 38}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1325,'296151454148866048',RT @guardian: Queensland counts flood cost as New South Wales braces for river peaks http://t.co/sb3n2aMW,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 14, 'end': 24}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1326,'295673923775909889',"Flood waters are worse, 2 bridges blocked us in a small area for the next few days. Please be in prayer for Queensland http://t.co/ktLLVOzc",on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 108, 'end': 118}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1327,'295460645367844864',Army on standby amid Queensland flood crisis - Brisbane Times http://t.co/5axG34RC #Cairns #News,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 21, 'end': 31}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1328,'336572936490205184',I come to Oklahoma... Tornado emergency issued as huge tornado happens 15-20 miles away! @ OU http://t.co/1cW9Pf1cpX,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 10, 'end': 18}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1329,'324869644462718976',"RT @HamCoHealth: Our thoughts are with the people of West, Texas, esp. the first responders who are missing. May they be safe. #WestTX # ...",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 59, 'end': 64}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1331,'296185528859107328',New South Wales braces for river peaks as Queensland counts flood cost: Four deaths confirmed from torrential ra... http://t.co/9Kjih7C6,on-topic,floods,"{'word': 'New South Wales', 'spans': [{'start': 0, 'end': 15}], 'country_predicted': 'AUS', 'country_conf': 0.87992215, 'geo': {'admin1': 'New South Wales', 'lat': '-33', 'lon': '146', 'country_code3': 'AUS', 'geonameid': '2155400', 'place_name': 'State of New South Wales', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1332,'451189055649112064',RT @0xAtreides: @KristinaRosexxx A powerful 8.2-magnitude earthquake has hit off Chile's coast.. Please send us a picture of you before tsuäó_,on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 81, 'end': 86}], 'country_predicted': 'CHL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1333,'326025113000615936',"RT @domdyer70: @loveydove: Animal lovers rally to help West, TX pets displaced by explosion! Pls RT! #Hope http://t.co/35jBBSJWle http://",on-topic,explosion,"{'word': 'TX', 'spans': [{'start': 61, 'end': 63}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Texas', 'lat': '32.7585', 'lon': '-97.8085', 'country_code3': 'USA', 'geonameid': '6480279', 'place_name': 'Ramada Limited Weatherford Tx', 'feature_class': 'S', 'feature_code': 'HTL'}}"
1335,'324051061323223040',As a 4-time half marathon finishers my heart breaks for all of the victims in Boston. Finish is supposed to be a pinnacle of success...,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 78, 'end': 84}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
1337,'591903208026570752',"‰ÛÏI came to know about Earthquake through Modi twitter account while in Bangkok airport. We called Nepal and got updates regularly"" Koirala",on-topic,earthquake,"{'word': 'Bangkok', 'spans': [{'start': 73, 'end': 80}], 'country_predicted': 'THA', 'country_conf': 0.9424436, 'geo': {'admin1': 'Bangkok', 'lat': '13.75398', 'lon': '100.50144', 'country_code3': 'THA', 'geonameid': '1609350', 'place_name': 'Bangkok', 'feature_class': 'P', 'feature_code': 'PPLC'}}"
1338,'324174586478473216',"Low-flying choppers put city on alert, first responders on heightened awareness following Boston explosions http://t.co/XgemKI3KFS",on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 90, 'end': 96}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
1339,'324242699815383040',"RT @fenvirantiviral: From Sarasota to Boston, our thoughts go to the victims of the marathon bombings. We're saddened by loss of life an ...",on-topic,bombing,"{'word': 'Sarasota', 'spans': [{'start': 26, 'end': 34}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Florida', 'lat': '27.18248', 'lon': '-82.36498', 'country_code3': 'USA', 'geonameid': '4172139', 'place_name': 'Sarasota County', 'feature_class': 'A', 'feature_code': 'ADM2'}}"
1340,'295747995075506176',RT @Y7News: Live streaming coverage of the Queensland flood crisis http://t.co/E8LZoQeu #Qldfloods,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 43, 'end': 53}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1341,'296266294876053504',RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 44, 'end': 53}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1342,'295811472016158721',Latest on the Queensland flood crisis can be found here: http://t.co/FMeBFk80 #sun7 #qldfloods #bigwet (via @sunriseon7),on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 14, 'end': 24}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1343,'338164131121225728',"Yet another day we are all reminded not to take anything...or anyone...for granted. Stay strong, Oklahoma.",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 97, 'end': 105}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1345,'503645064124305408',Niners' game vs. Chargers still on after Napa earthquake http://t.co/1SAnETm1fr,on-topic,earthquake,"{'word': 'Napa', 'spans': [{'start': 41, 'end': 45}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'California', 'lat': '38.50647', 'lon': '-122.33053', 'country_code3': 'USA', 'geonameid': '5376101', 'place_name': 'Napa County', 'feature_class': 'A', 'feature_code': 'ADM2'}}"
1346,'296810606605000706',queensland flood maps: QUEENSLAND FLOOD UPDATE - QUEENSLAND FLOOD UPDATE 12t... | Travcheq Travel\For more infor... http://t.co/KvSlzIZl,on-topic,floods,"{'word': 'QUEENSLAND', 'spans': [{'start': 23, 'end': 33}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1347,'295758889297772544',RT @abcnews: LIVE: Queensland Premier Campbell Newman is giving an update on Queensland flood crisis http://t.co/4DvJcuYX,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 19, 'end': 29}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
